Fwy	District	County	City	State PM	Abs PM	Length	ID	Name	Lanes	Type	HOV	Traffic.com ID
I15-N	1	Salt Lake		309.96	309.96	.355	441	NB I-15 @ 1000 N	4	Mainline	No	24951
I15-N	1	Salt Lake		309.96	309.96	.355	99441	NB I-15 HOV @ 1000 N	1	HOV	24H	41542
I15-N	1	Salt Lake		310.18	310.18	.42	99442	I-15 HOV @ 1100 N NB	1	HOV	24H	41563
I15-N	1	Salt Lake		310.18	310.18	.42	442	I-15 @ 1100 N NB	4	Mainline	No	24689
I15-N	1	Salt Lake		310.19	310.19		1443	NB I-15 @ 900 W (ON RAMP)	2	On Ramp	No	41514
I15-N	1	Salt Lake		310.19	310.19		1442	NB I-15 @ 1100 N (ON RAMP)	1	On Ramp	No	24400
I15-N	1	Salt Lake		310.80	310.8	.55	99444	NB I-15 HOV @ 1600 N	1	HOV	24H	41527
I15-N	1	Salt Lake		310.80	310.8	.55	444	NB I-15 MNL @ 1600 N	4	Mainline	No	24500
I15-N	1	Salt Lake		311.28	311.28	.37	446	NB I-15 @ 2300 N	4	Mainline	No	24396
I15-N	1	Salt Lake		311.28	311.28	.37	99446	NB I-15 HOV @ 2300 N SLC	1	HOV	24H	41520
I15-N	1	Salt Lake		311.46	311.46		2446	NB I-15 @ 2300 N (OFF RAMP)	1	Off Ramp	No	24309
I15-N	1	Salt Lake		311.54	311.54	.44	480	NB I-15 MNL @ 2300 N 311.54	4	Mainline	No	41562
I15-N	1	Salt Lake		311.54	311.54	.44	99480	NB I-15 HOV @ 2300 N NB	1	HOV	24H	41529
I15-N	1	Salt Lake		311.54	311.54		1446	NB I-15 @ 2300 N (ON RAMP)	1	On Ramp	No	24981
I15-N	1	Salt Lake		312.06	312.06		1451	NB I-15 Ramp Meter @ Beck Street	2	On Ramp	No	24672
I15-N	1	Salt Lake		312.14	312.14		2448	NB I-15 TO US-89 @ BECK ST (OFF-	1	Off Ramp	No	24683
I15-N	1	Salt Lake		312.16	312.16	.477	448	NB I-15 @ BECK ST	4	Mainline	No	24578
I15-N	1	Salt Lake		312.16	312.16	.477	99448	NB I-15 HOV @ BECK ST	1	HOV	24H	41377
I15-N	1	Davis		312.73	312.73	.408	450	NB I-15 MNL @ SB Beck St	4	Mainline	No	24751
I15-N	1	Davis		312.74	312.74	.265	9450	NB I-15 @ SB Beck St Ramp Meter	3	Mainline	No	24387
I15-N	1	Salt Lake		312.74	312.74	.703	99450	SB I-15 HOV @ US 89 NB	1	HOV	24H	41524
I15-N	1	Davis		313.26	313.26	.5	452	NB I-15 @ I-215-N INTERCHANGE	4	Mainline	No	24409
I15-N	1	Davis		313.74	313.74	.515	453	NB I-15 @ CENTER (NORTH SL)	6	Mainline	No	24847
I15-N	1	Davis		314.29	314.29	.45	454	NB I-15 @ MAIN (NORTH SL)	5	Mainline	No	24542
I15-N	1	Davis		314.64	314.64	.43	455	NB I-15 @ 3000 S (BOUNTIFUL Coor	5	Mainline	No	24892
I15-N	1	Davis		315.15	315.15	.26	456	NB I-15 @ 2600 S - SB Ramp Meter	4	Mainline	No	24777
I15-N	1	Davis		315.16	315.16	.295	457	NB I-15 @ 2600 S - SB Ramp Meter	4	Mainline	No	24834
I15-N	1	Davis		315.38	315.38		1456	I-15 NB Ramp Meter @ 2600 S (Pas	1	On Ramp	No	24382
I15-N	1	Davis		315.74	315.74	.535	766	NB I-15 2100 S North Salt Lake	4	Mainline	No	39344
I15-N	1	Davis		316.23	316.23	.91	485	NB I-15 @ 1500 S Bountiful	4	Mainline	No	39557
I15-N	1	Davis		317.03	317.03		1762	I-15 NB Ramp Meter @ 500 S Bount	2	Fwy-Fwy	No	24530
I15-N	1	Davis		317.56	317.56	.925	458	NB I-15 @ 400 N Bountiful	4	Mainline	No	34151
I15-N	1	Davis		318.08	318.08	.6	460	NB I-15 @ 500 WEST (BOUNTIFUL)	4	Mainline	No	24778
I15-N	1	Davis		318.15	318.15		1460	NB I-15 @ 500 WEST/US 89 Ramp Me	2	On Ramp	No	24399
I15-N	1	Davis		318.76	318.76	.61	473	NB I-15 @ 600 S - Centerville	4	Mainline	No	39601
I15-N	1	Davis		319.30	319.3	.455	467	I-15 NB Mainline Ramp @ Parrish	4	Mainline	No	41511
I15-N	1	Davis		319.30	319.3		2467	I-15 NB Off Ramp @ Parrish Ln NB	1	Off Ramp	No	41513
I15-N	1	Davis		319.67	319.67		1463	NB I-15 @ PARISH (Centerville) O	1	On Ramp	No	41521
I15-N	1	Davis		319.67	319.67	.58	462	NB I-15 @ PARISH (BOUNTIFUL) Ram	4	Mainline	No	24350
I15-N	1	Davis		319.68	319.68		1462	NB I-15 @ PARISH LN Ramp Meter (	2	On Ramp	No	24975
I15-N	1	Davis		320.46	320.46	.85	757	NB I-15 @ 1400 N Centerville	4	Mainline	No	39385
I15-N	1	Davis		321.37	321.37	.75	758	I-15 NB 2000 N Centerville	4	Mainline	No	24921
I15-N	1	Davis		321.96	321.96	.655	756	NB I-15 @ 1400 S Farmington	4	Mainline	No	39364
I15-N	1	Davis		322.68	322.68	.555	754	I-15 SB Ramp Meter @ Glover Lane	4	Mainline	No	24579
I15-N	1	Davis		322.68	322.68		2754	I-15 Ramp Meter @ Glover Lane, N	1	Off Ramp	No	24945
I15-N	1	Davis		323.07	323.07	.865	767	NB I-15 @ Frontage Rd Farmington	4	Mainline	No	39346
I15-N	1	Davis		324.28	324.28	.67	3844	I-15 NB to US-89 NB Connector (L	2	Fwy-Fwy	No	34284
I15-N	1	Davis		324.41	324.41	.8	902	NB I-15 @ Park LN	4	Mainline	No	34147
I15-N	1	Davis		324.41	324.41	2.63	99902	NB I-15 HOV @ Park Lane	1	HOV	24H	39403
I15-N	1	Davis		324.41	324.41		2902	NB Legacy Parkway offramp to Par	2	Off Ramp	No	41479
I15-N	1	Davis		324.67	324.67	.47	4912	NB I-15 HOV North of Park Lane	1	HOV	24H	
I15-N	1	Davis		324.67	324.67	.47	912	NB I-15 North of Park Lane	5	Mainline	No	39353
I15-N	1	Davis		324.67	324.67		1912	NB I-15 Onramp North of Park Lan	1	On Ramp	No	
I15-N	1	Davis		325.35	325.35	.78	99909	NB I-15 HOV @ Shepard Ln Farming	1	HOV	24H	41674
I15-N	1	Davis		325.35	325.35	.78	909	NB I-15 @ Shepard Ln Farmington	5	Mainline	No	39389
I15-N	1	Davis		326.23	326.23	.985	907	NB I-15 @ Kaysville NB Rest Area	4	Mainline	No	39614
I15-N	1	Davis		326.23	326.23		2907	NB I-15 Off Ramp @ Kaysville NB	1	Off Ramp	No	41638
I15-N	1	Davis		326.23	326.23	.985	99907	NB I-15 HOV @ Kaysville NB Rest	1	HOV	24H	41640
I15-N	1	Davis		327.32	327.32	1.02	905	NB I-15 @ Kaysville Ponds Kaysvi	4	Mainline	No	39323
I15-N	1	Davis		327.32	327.32	1.02	99905	NB I-15 HOV @ Kaysville Ponds Ka	1	HOV	24H	39445
I15-N	1	Davis		328.27	328.27		2903	NB I-15 Off Ramp @ 200 N NB Offr	1	Off Ramp	No	45255
I15-N	1	Davis		328.27	328.27	.805	903	NB I-15 @ 200 N NB Off Kaysville	4	Mainline	No	39325
I15-N	1	Davis		328.27	328.27	.805	99903	NB I-15 HOV @ 200 N NB Off Kaysv	1	HOV	24H	39421
I15-N	1	Davis		328.93	328.93	.805	771	NB I-15 @ 200 N SB Off Kaysville	4	Mainline	No	39348
I15-N	1	Davis		328.93	328.93		1771	NB I-15 On Ramp @ 200 N SB Offra	1	On Ramp	No	39327
I15-N	1	Davis		328.93	328.93	.805	99771	NB I-15 HOV @ 200 N SB Off Kaysv	1	HOV	24H	39426
I15-N	1	Davis		329.88	329.88	.68	737	NB I-15 @ Layton Pkwy SB On, Lay	4	Mainline	No	44046
I15-N	1	Davis		329.88	329.88		1738	SB I-15 On-Ramp @ Layton Pkwy SB	1	On Ramp	No	43923
I15-N	1	Davis		329.88	329.88	.205	99737	NB I-15 HOV @ Layton Pkwy SB On	1	HOV	24H	44045
I15-N	1	Davis		329.88	329.88	.475	99738	HOV SB I-15 @ Layton Pkwy SB On,	1	HOV	24H	43919
I15-N	1	Davis		329.88	329.88		2737	NB I-15 Off-Ramp @ Layton Pkwy S	1	On Ramp	No	
I15-N	1	Davis		330.29	330.29	.205	99740	SB I-15 HOV @ Layton Pkwy NB On	1	HOV	24H	44044
I15-N	1	Davis		330.29	330.29		1739	NB I-15 On-ramp @ Layton Parkway	1	On Ramp	No	43918
I15-N	1	Davis		330.29	330.29	2.5	99739	NB I-15 HOV @ Layton Pkwy NB On	1	HOV	24H	43921
I15-N	1	Davis		330.29	330.29	.74	739	NB I-15 @ Layton Pkwy NB On Layt	4	Mainline	No	43922
I15-N	1	Davis		331.36	331.36		2769	NB I-15 Off Ramp @ SR232 NB Offr	1	Off Ramp	No	39609
I15-N	1	Davis		331.36	331.36	.77	769	NB I-15 @ SR232 NB Off Layton	3	Mainline	No	39350
I15-N	1	Davis		331.83	331.83		1987	 NB I-15 @ SR232 SB Off  Layton	1	On Ramp	No	39584
I15-N	1	Davis		331.83	331.83	.595	987	NB I-15 @ SR232 SB Off  Layton	3	Mainline	No	39599
I15-N	1	Davis		332.55	332.55		2985	NB I-15 @ Antelope NB Off Layton	2	Off Ramp	No	39621
I15-N	1	Davis		332.55	332.55	.66	985	NB I-15 @ Antelope NB Off Layton	3	Mainline	No	39577
I15-N	1	Davis		333.15	333.15		1983	I-15 @ Antelope NB Onramp, Layto	1	On Ramp	No	39619
I15-N	1	Davis		333.15	333.15	.62	983	NB I-15 @ Antelope NB On Layton	3	Mainline	No	39586
I15-N	1	Davis		333.79	333.79	.605	981	NB I-15 @ SR193 NB Off Clearfiel	3	Mainline	No	41658
I15-N	1	Davis		333.79	333.79		2981	I-15 @ SR-193 NB Offramp - Clear	2	Off Ramp	No	39605
I15-N	1	Davis		334.36	334.36		1979	NB I-15  Onramp @ SR193 SB Off C	1	On Ramp	No	41528
I15-N	1	Davis		334.36	334.36	.565	979	NB I-15 @ SR193 SB Off Clearfiel	3	Mainline	No	41545
I15-N	1	Davis		334.92	334.92	.595	977	NB I-15 @ Center St Clearfield	4	Mainline	No	41565
I15-N	1	Davis		335.55	335.55		2975	I-15 @ 650 N SB Onramp - Clearfi	2	Off Ramp	No	39604
I15-N	1	Davis		335.55	335.55	.565	975	NB I-15 @ 650 N SB On Sunset	3	Mainline	No	39534
I15-N	1	Davis		336.05	336.05		1973	I-15 650 N SB Offramp - Clearfie	1	On Ramp	No	39535
I15-N	1	Davis		336.05	336.05	.41	973	NB I-15 @ 650 N SB Off Sunset	3	Mainline	No	39603
I15-N	1	Davis		336.37	336.37	.705	971	NB I-15 @ 1500 N Sunset	4	Mainline	No	39583
I15-N	1	Davis		337.46	337.46	.81	969	NB I-15 @ 2300 N Sunset	4	Mainline	No	39352
I15-N	1	Weber		338.18	338.18		2967	I-15 5600 S NB Offramp - Roy	1	Off Ramp	No	41525
I15-N	1	Weber		338.18	338.18	.715	967	NB I-15 @ 5600 S NB Off Roy	3	Mainline	No	39623
I15-N	1	Weber		338.70	338.7	.745	915	NB I-15 @ 5600 S SB Off Roy	3	Mainline	No	41376
I15-N	1	Weber		339.67	339.67	.71	919	NB-15 @ 4600 S Riverdale	3	Mainline	No	39375
I15-N	1	Weber		340.12	340.12	.565	917	NB I-15 @ 4400 S Riverdale	3	Mainline	No	39372
I15-N	1	Weber		340.80	340.8	.56	916	NB I-15 @ 3990 S - Riverdale	4	Mainline	No	34119
I15-N	1	Weber		341.24	341.24	.6	918	NB I-15 @ River Valley Dr - Rive	4	Mainline	No	34148
I15-N	1	Weber		341.97	341.97		2920	NB I-15 off-ramp @ 31st Street -	2	Off Ramp	No	34214
I15-N	1	Weber		342.00	342	.66	920	NB I-15 @ 31st Street - Ogden	4	Mainline	No	34149
I15-N	1	Weber		342.07	342.07		1920	NB I-15 on-ramp @ 31st Street -	2	On Ramp	No	34211
I15-N	1	Weber		342.56	342.56	.49	922	NB I-15 @ 2600 S - Ogden	5	Mainline	No	34164
I15-N	1	Weber		342.98	342.98		2924	NB I-15 off-ramp @ 24st Street -	1	Off Ramp	No	34247
I15-N	1	Weber		342.98	342.98	.41	924	NB I-15 @ 24th Street - Ogden	4	Mainline	No	33997
I15-N	1	Weber		343.38	343.38	.465	926	NB I-15 @ 2300 S - Ogden	4	Mainline	No	33995
I15-N	1	Weber		343.90	343.9		2928	NB I-15 off-ramp @ 21st Street -	2	Off Ramp	No	34215
I15-N	1	Weber		343.91	343.91	.51	928	NB I-15 @ 21st Street - Ogden	4	Mainline	No	34108
I15-N	1	Weber		344.00	344		1928	NB I-15 on-ramp @ 21st Street -	1	On Ramp	No	34242
I15-N	1	Weber		344.40	344.4	.52	930	NB I-15 @ W River Canal - Ogden	4	Mainline	No	34107
I15-N	1	Weber		344.90	344.9		2932	NB I-15 off-ramp @ 12th Street -	2	Off Ramp	No	34248
I15-N	1	Weber		344.95	344.95	1.155	932	NB I-15 @ 12th Street - Ogden	3	Mainline	No	34073
I15-N	1	Weber		345.01	345.01		1932	NB I-15 on-ramp @ 12th Street -	1	On Ramp	No	34223
I15-N	1	Weber		346.71	346.71	2.24	936	NB I-15 @ 450 N - Ogden	3	Mainline	No	34103
I15-N	1	Weber		349.43	349.43	3.431	940	NB I-15 @ 2700 N -Ogden	2	Mainline	No	34085
I15-S	1	Utah		0.00	0	5	3103170	I-15 1300 West Pleasant Grove	6	Mainline	No	
I15-S	1	Washington		1.69	1.69	2.553	990	I-15 SB @Atkinville	2	Mainline	No	
I15-S	1	Washington		3.06	3.06	1.82	992	I-15 SB @ Sunriver Parkway	2	Mainline	No	
I15-S	1	Washington		5.33	5.33	1.87	993	I-15 SB @ Virgin river	2	Mainline	No	
I15-S	1	Washington		6.80	6.8	2.085	994	I-15 SB @ 1100 S	2	Mainline	No	
I15-S	1	Washington		9.50	9.5	3.85	995	I-15 SB @ 1680 E	2	Mainline	No	
I15-S	1	Utah		248.18	248.18	5	647	I-15 SB 800 South - Payson MP 24	2	Mainline	No	
I15-S	1	Utah		253.58	253.58	3.21	643	I-15 SB SR-164/8000 S - Benjamin	3	Mainline	No	
I15-S	1	Utah		255.00	255	.965	993103232	I-15 SB 600 S - SPF MP 255	3	Mainline	No	
I15-S	1	Utah		255.51	255.51	.575	3103172	I-15 SB S of 6800 S - SPF  MP 25	3	Mainline	No	
I15-S	1	Utah		256.15	256.15	.495	3103174	I-15 SB S of 6400 S - SPF MP 256	3	Mainline	No	
I15-S	1	Utah		256.50	256.5	.435	3103175	I-15 SB N of 6400 S - SPF MP 256	3	Mainline	No	
I15-S	1	Utah		257.02	257.02	.475	3103176	I-15 SB S of SF Main - SPF MP 25	3	Mainline	No	
I15-S	1	Utah		257.45	257.45	.45	3103177	I-15 SB S of US-6 - SPF MP 257.4	3	Mainline	No	
I15-S	1	Utah		257.92	257.92	.575	3103178	I-15 SB N of US-6 - SPF  MP 257.	3	Mainline	No	
I15-S	1	Utah		258.60	258.6	.555	3103179	I-15 SB S of 2700 N - SPF MP 258	5	Mainline	No	
I15-S	1	Utah		259.03	259.03	.55	3103180	I-15 SB N of 2700 N - SPF MP 259	5	Mainline	No	
I15-S	1	Utah		259.70	259.7	2.75	993103181	I-15 SB HOV S of SR-77 - SPV MP	1	HOV	24H	
I15-S	1	Utah		259.70	259.7	.585	3103181	I-15 SB S of SR-77 - SPV MP 259.	5	Mainline	No	
I15-S	1	Utah		260.20	260.2	.475	993103182	I-15 SB HOV N of SR-77 - SPV MP	1	HOV	24H	
I15-S	1	Utah		260.20	260.2	.475	3103182	I-15 SB N of SR-77 - SPV MP 260.	5	Mainline	No	
I15-S	1	Utah		260.65	260.65	.45	993103183	I-15 SB HOV 300 N - SPV MP 260.6	1	HOV	24H	
I15-S	1	Utah		260.65	260.65	.45	3103183	I-15 SB 300 N - SPV MP 260.65	6	Mainline	No	
I15-S	1	Utah		261.10	261.1	.45	993103184	I-15 SB HOV 800 N - SPV MP 261.1	1	HOV	24H	
I15-S	1	Utah		261.10	261.1	.45	3103184	I-15 SB 800 N - SPV MP 261.1	6	Mainline	No	
I15-S	1	Utah		261.55	261.55	.5	3103185	I-15 SB S of 1400 N - SPV MP 261	5	Mainline	No	
I15-S	1	Utah		261.55	261.55	.5	993103185	I-15 SB HOV S of 1400 N - SPV MP	1	HOV	24H	
I15-S	1	Utah		262.10	262.1	.5	3103186	I-15 SB N of 1400 N - SPV MP 262	5	Mainline	No	
I15-S	1	Utah		262.10	262.1	.5	993103186	I-15 SB HOV N of 1400 N - SPV MP	1	HOV	24H	
I15-S	1	Utah		262.55	262.55	.5	993103187	I-15 SB HOV 2000 S - PVO MP 262.	1	HOV	24H	
I15-S	1	Utah		262.55	262.55	.645	3103187	I-15 SB 2000 S - PVO MP 262.55	6	Mainline	No	
I15-S	1	Utah		263.10	263.1	.55	993103188	I-15 SB HOV S of 1860 S - PVO MP	1	HOV	24H	
I15-S	1	Utah		263.39	263.39	.55	747	I-15 SB @ University Ave 1860 So	5	Mainline	No	34169
I15-S	1	Utah		263.65	263.65	.38	3103189	I-15 SB N of 1860 S - PVO MP 263	5	Mainline	No	
I15-S	1	Utah		263.65	263.65	.525	993103189	I-15 SB HOV N of 1860 S - PVO MP	1	HOV	24H	
I15-S	1	Utah		264.15	264.15	.445	993103190	I-15 SB HOV 500 W - PVO MP 264.1	1	HOV	24H	
I15-S	1	Utah		264.15	264.15	.445	3103190	I-15 SB 500 W - PVO MP 264.15	5	Mainline	No	
I15-S	1	Utah		264.54	264.54	.45	3103191	I-15 SB N of 920 S - PVO MP 264.	5	Mainline	No	
I15-S	1	Utah		264.54	264.54	.45	993103191	I-15 SB HOV N of 920 S - PVO MP	1	HOV	24H	
I15-S	1	Utah		265.05	265.05	.41	3103192	I-15 SB 600 S - PVO MP 265.05	6	Mainline	No	
I15-S	1	Utah		265.05	265.05	.41	993103192	I-15 SB HOV 600 S - PVO MP 265.0	1	HOV	24H	
I15-S	1	Utah		265.36	265.36	.46	993103193	I-15 SB HOV S of Center St - PVO	1	HOV	24H	
I15-S	1	Utah		265.36	265.36	.46	3103193	I-15 SB S of Center St - PVO MP	5	Mainline	No	
I15-S	1	Utah		265.97	265.97	.455	3103194	I-15 SB N of Center St - PVO MP	5	Mainline	No	
I15-S	1	Utah		265.97	265.97	.455	993103194	I-15 SB HOV N of Center St - PVO	1	HOV	24H	
I15-S	1	Utah		266.27	266.27	.285	993103195	I-15 SB HOV N of Provo River - P	1	HOV	24H	
I15-S	1	Utah		266.27	266.27	.285	3103195	I-15 SB N of Provo River - PVO M	6	Mainline	No	
I15-S	1	Utah		266.54	266.54	.46	993103196	I-15 SB HOV 820 N - PVO MP 266.5	1	HOV	24H	
I15-S	1	Utah		266.54	266.54	.46	3103196	I-15 SB 820 N - PVO  MP 266.54	6	Mainline	No	
I15-S	1	Utah		267.19	267.19	.41	3103197	I-15 SB 1460 N - PVO MP 267.19	6	Mainline	No	
I15-S	1	Utah		267.19	267.19	.41	993103197	I-15 SB HOV 1460 N - PVO MP 267.	1	HOV	24H	
I15-S	1	Utah		267.36	267.36	.335	3103198	I-15 SB 1700 N - PVO MP 267.36	6	Mainline	No	
I15-S	1	Utah		267.36	267.36	.335	993103198	I-15 SB HOV 1700 N - PVO MP 267.	1	HOV	24H	
I15-S	1	Utah		267.86	267.86	.505	993103199	I-15 SB HOV 2000 S - ORM MP 267.	1	HOV	24H	
I15-S	1	Utah		267.86	267.86	.735	3103199	I-15 SB 2000 S - ORM MP 267.86	6	Mainline	No	
I15-S	1	Utah		268.37	268.37	.485	993103200	I-15 SB HOV 1600 S - ORM MP 268.	1	HOV	24H	
I15-S	1	Utah		268.83	268.83	.75	3103201	I-15 SB S of Univ Pkwy - ORM MP	5	Mainline	No	
I15-S	1	Utah		268.83	268.83	.495	993103201	I-15 SB HOV S of Univ Pkwy - ORM	1	HOV	24H	
I15-S	1	Utah		269.36	269.36	.56	993103202	I-15 SB HOV N of Univ Pkwy - ORM	1	HOV	24H	
I15-S	1	Utah		269.36	269.36	.795	3103202	I-15 SB N of Univ Pkwy - ORM MP	5	Mainline	No	
I15-S	1	Utah		269.95	269.95	.53	993103169	I-15 SB HOV 585 S - ORM MP 269.9	1	HOV	24H	
I15-S	1	Utah		270.42	270.42	.485	993103166	I-15 SB HOV S of Center St - ORM	1	HOV	24H	
I15-S	1	Utah		270.42	270.42	.78	3103166	I-15 SB S of Center St - ORM MP	6	Mainline	No	
I15-S	1	Utah		270.92	270.92	.51	993103164	I-15 SB HOV N of Center St - ORM	1	HOV	24H	
I15-S	1	Utah		270.92	270.92	.51	3103164	I-15 SB N of Center St - ORM MP	6	Mainline	No	
I15-S	1	Utah		271.44	271.44	.49	993103162	I-15 SB HOV S of 800 N - ORM MP	1	HOV	24H	
I15-S	1	Utah		271.44	271.44	.49	3103162	I-15 SB S of 800 N - ORM MP 271.	6	Mainline	No	
I15-S	1	Utah		271.90	271.9	.8	3103160	I-15 SB N of 800 N - ORM MP 271.	6	Mainline	No	
I15-S	1	Utah		271.90	271.9	.56	993103160	I-15 SB HOV N of 800 N - ORM MP	1	HOV	24H	
I15-S	1	Utah		272.56	272.56	.885	993103156	I-15 SB HOV S of 1600 N - ORM MP	1	HOV	24H	
I15-S	1	Utah		273.04	273.04	.885	3103154	I-15 SB N of 1600 N - ORM MP 273	6	Mainline	No	
I15-S	1	Utah		273.67	273.67	1.27	993103159	I-15 SB HOV 200 S - LDN MP 273.6	1	HOV	24H	
I15-S	1	Utah		273.67	273.67	.555	3103159	I-15 SB 200 S - LDN MP 273.67	6	Mainline	No	
I15-S	1	Utah		274.15	274.15	.47	3103149	I-15 SB 100 N - LDN MP 274.15	6	Mainline	No	
I15-S	1	Utah		274.61	274.61	.475	3103144	I-15 SB 300 N - PLG MP 274.61	6	Mainline	No	
I15-S	1	Utah		275.10	275.1	.495	3103145	I-15 SB S of PG Blvd - PLG MP 27	6	Mainline	No	
I15-S	1	Utah		275.10	275.1	.965	993103145	I-15 SB HOV S of PG Blvd - PLG M	1	HOV	24H	
I15-S	1	Utah		275.60	275.6		23103139	I-15 SB Off Ramp N of PG Blvd -	2	Off Ramp	No	
I15-S	1	Utah		275.60	275.6	.59	3103139	I-15 SB N of PG Blvd - PLG MP 27	6	Mainline	No	
I15-S	1	Utah		275.60	275.6	.59	993103139	I-15 SB HOV N of PG Blvd - PLG M	1	HOV	24H	
I15-S	1	Utah		276.28	276.28	.575	993103135	I-15 SB HOV S of 500 E - AFK MP	1	HOV	24H	
I15-S	1	Utah		276.28	276.28	.575	3103135	I-15 SB S of 500 E - AFK MP 276.	6	Mainline	No	
I15-S	1	Utah		276.75	276.75	.48	993103133	I-15 SB HOV N of 500 E - AFK MP	1	HOV	24H	
I15-S	1	Utah		276.75	276.75	.48	3103133	I-15 SB N of 500 E - AFK MP 276.	6	Mainline	No	
I15-S	1	Utah		277.24	277.24	.48	993103131	I-15 SB HOV 100 E - AFK MP 277.2	1	HOV	24H	
I15-S	1	Utah		277.24	277.24	.48	3103131	I-15 SB 100 E - AFK MP 277.24	6	Mainline	No	
I15-S	1	Utah		277.71	277.71	.57	3103129	I-15 SB 200 W - AFK MP 277.71	6	Mainline	No	
I15-S	1	Utah		277.71	277.71	.57	993103129	I-15 SB HOV 200 W - AFK MP 277.7	1	HOV	24H	
I15-S	1	Utah		278.38	278.38	.49	99796	I-15 SB HOV S of Main St - AFK M	1	HOV	24H	
I15-S	1	Utah		278.38	278.38	.495	796	I-15 SB S of Main St - AFK MP 27	6	Mainline	No	41503
I15-S	1	Utah		278.69	278.69	.47	993103231	I-15 SB HOV N of Main St - AFK M	1	HOV	24H	
I15-S	1	Utah		278.70	278.7	.47	1796	SB I-15 On Ramp @ Pioneer Crossi	2	Mainline	No	41534
I15-S	1	Utah		279.32	279.32	.485	993103127	I-15 SB HOV 400 S - LHI MP 279.3	1	HOV	24H	
I15-S	1	Utah		279.32	279.32	.385	3103127	I-15 SB 400 S - LHI MP 279.32	7	Mainline	No	
I15-S	1	Utah		279.47	279.47	.325	3103125	I-15 SB S of Lehi Main - LHI MP	6	Mainline	No	
I15-S	1	Utah		279.66	279.66	.26	99912	SB I-15 HOV @ Lehi Main St RMC(S	1	HOV	24H	
I15-S	1	Utah		279.84	279.84	.345	99910	NB I-15 HOV @ Lehi Main RMC (SB	1	HOV	24H	
I15-S	1	Utah		279.97	279.97	.44	3103123	I-15 SB N of Lehi Main - LHI MP	4	Mainline	No	
I15-S	1	Utah		280.35	280.35	.64	99727	SB I-15 HOV @ 600 East - Lehi	1	HOV	24H	39333
I15-S	1	Utah		280.35	280.35	.575	727	SB I-15 I-15 @ 600 East - Lehi	4	Mainline	No	39326
I15-S	1	Utah		281.12	281.12	.745	728	SB I-15 @ 1200 North - Lehi	4	Mainline	No	39334
I15-S	1	Utah		281.12	281.12	.745	99728	SB I-15 HOV @ 1200 North - Lehi	1	HOV	24H	39443
I15-S	1	Utah		281.84	281.84	.81	732	SB I-15 @ 600 W Lehi	4	Mainline	No	34159
I15-S	1	Utah		281.84	281.84	.81	99732	SB I-15 HOV @ 600 W Lehi	1	HOV	24H	34291
I15-S	1	Utah		282.74	282.74	.685	733	SB I-15 @ 1200 West - Lehi	4	Mainline	No	39424
I15-S	1	Utah		282.74	282.74	.685	99733	SB I-15 HOV @ 1200 West - Lehi	1	HOV	24H	39404
I15-S	1	Utah		283.21	283.21	.635	99731	SB I-15 HOV @ MAIN - LEHI	1	HOV	24H	24655
I15-S	1	Utah		283.21	283.21	.635	731	SB I-15 @ 2300 W - LEHI	4	Mainline	No	24788
I15-S	1	Utah		284.01	284.01	.75	730	SB I-15 @ SR-92	4	Mainline	No	34134
I15-S	1	Utah		284.01	284.01	.75	99730	SB I-15 HOV @ SR-92	1	HOV	24H	34311
I15-S	1	Utah		284.71	284.71	1.581	99724	SB I-15 HOV @ NORTH ALPINE (N OF	1	HOV	24H	24459
I15-S	1	Utah		284.71	284.71	1.581	724	SB I-15 @ NORTH ALPINE (N OF SR-	4	Mainline	No	24432
I15-S	1	Salt Lake		286.05	286.05	.404	723	SB I-15 @ MP 286.05	5	Mainline	No	24833
I15-S	1	Salt Lake		286.05	286.05	.404	99723	SB I-15 HOV @ MP 286.05	1	HOV	24H	24338
I15-S	1	Salt Lake		286.64	286.64	.59	722	SB I-15 @ 15600 S	5	Mainline	No	24937
I15-S	1	Salt Lake		286.64	286.64	.59	99722	SB I-15 HOV @ 15600 S	1	HOV	24H	24942
I15-S	1	Salt Lake		287.23	287.23	.46	99721	SB I-15 HOV @ 15200 S	1	HOV	24H	24256
I15-S	1	Salt Lake		287.23	287.23	.46	721	SB I-15 @ 15200 S	5	Mainline	No	25019
I15-S	1	Salt Lake		287.56	287.56	.39	4569	SB I-15 HOV @ 14800 S	1	HOV	24H	24590
I15-S	1	Salt Lake		287.56	287.56	.39	590	SB I-15 @ 14800 S	5	Mainline	No	24546
I15-S	1	Salt Lake		288.01	288.01		1588	SB I-15 @ HIGHLAND DR DRAPER (ON	1	On Ramp	No	24295
I15-S	1	Salt Lake		288.01	288.01	.495	588	SB I-15 @ 14650 S	5	Mainline	No	24801
I15-S	1	Salt Lake		288.01	288.01	.495	99588	SB I-15 HOV @ 14650 S	1	HOV	24H	24718
I15-S	1	Salt Lake		288.55	288.55	.36	587	SB I-15 @ 14550 S	5	Mainline	No	25018
I15-S	1	Salt Lake		288.55	288.55	.36	99587	SB I-15 HOV @ 14550 S	1	HOV	24H	24345
I15-S	1	Salt Lake		288.73	288.73	.53	586	SB I-15 @ 14300 S	5	Mainline	No	24549
I15-S	1	Salt Lake		288.73	288.73	.53	99586	SB I-15 HOV @ 14300 S	1	HOV	24H	24893
