Fwy	District	County	City	State PM	Abs PM	Length	ID	Name	Lanes	Type	HOV	Traffic.com ID
I15-N	1	Washington		1.69	1.69	2.619	790	I-15 NB @ Atkinville	2	Mainline	No	
I15-N	1	Washington		3.06	3.06	1.82	792	I-15 NB @ Sunriver Parkway	2	Mainline	No	
I15-N	1	Washington		5.33	5.33	1.87	793	I-15 NB @ Virgin River	2	Mainline	No	
I15-N	1	Washington		6.80	6.8	2.085	794	I-15 NB @ 1100 S	2	Mainline	No	
I15-N	1	Washington		9.50	9.5	3.85	795	I-15 NB @ 1680 E	2	Mainline	No	
I15-N	1	Davis		28.50	28.5		3452	EB I-215-N TO NB I-15 CONNECTOR	2	Fwy-Fwy	No	24585
I15-N	1	Utah		248.18	248.18	3.91	646	I-15 NB 800 South - Payson MP 24	2	Mainline	No	
I15-N	1	Utah		251.00	251	2.7	644	I-15 NB Main St - Payson MP 251.	3	Mainline	No	
I15-N	1	Utah		253.58	253.58	2	642	I-15 NB SR-164/8000 S - Benjamin	3	Mainline	No	
I15-N	1	Utah		255.00	255	.965	640	I-15 NB 600 S - SPF  MP 255	3	Mainline	No	
I15-N	1	Utah		255.51	255.51	.575	3103171	I-15 NB S of 6800 S - SPF MP 255	3	Mainline	No	
I15-N	1	Utah		256.15	256.15	.495	3103173	I-15 NB S of 6400 S - SPF MP 256	3	Mainline	No	
I15-N	1	Utah		256.50	256.5	.435	3103230	I-15 NB N of 6400 S - SPF MP 256	3	Mainline	No	
I15-N	1	Utah		257.02	257.02	.475	3103229	I-15 NB S of SF Main - SPF MP 25	3	Mainline	No	
I15-N	1	Utah		257.45	257.45	.45	3103228	I-15 NB S of US-6 - SPF MP 257.4	3	Mainline	No	
I15-N	1	Utah		257.92	257.92	2.84	993103227	I-15 NB HOV N of US-6 - SPF MP 2	1	HOV	24H	
I15-N	1	Utah		257.92	257.92	.575	3103227	I-15 NB N of US-6 - SPF MP 257.9	5	Mainline	No	
I15-N	1	Utah		258.60	258.6	.555	993103226	I-15 NB HOV S of 2700 N - SPF MP	1	HOV	24H	
I15-N	1	Utah		258.60	258.6	.555	3103226	I-15 NB S of 2700 N - SPF MP 258	5	Mainline	No	
I15-N	1	Utah		259.03	259.03	.55	993103225	I-15 NB N HOV of 2700 N - SPF MP	1	HOV	24H	
I15-N	1	Utah		259.03	259.03	.55	3103225	I-15 NB N of 2700 N - SPF MP 259	5	Mainline	No	
I15-N	1	Utah		259.70	259.7	.585	993103224	I-15 NB HOV S of SR-77 - SPV MP	1	HOV	24H	
I15-N	1	Utah		259.70	259.7	.585	3103224	I-15 NB S of SR-77 - SPV MP 259.	5	Mainline	No	
I15-N	1	Utah		260.20	260.2	.475	993103223	I-15 NB HOV N of SR-77 - SPV MP	1	HOV	24H	
I15-N	1	Utah		260.20	260.2	.475	3103223	I-15 NB N of SR-77 - SPV MP 260.	5	Mainline	No	
I15-N	1	Utah		260.65	260.65	.45	993103222	I-15 NB HOV 300 N - SPV MP 260.6	1	HOV	24H	
I15-N	1	Utah		260.65	260.65	.45	3103222	I-15 NB 300 N - SPV MP 260.65	5	Mainline	No	
I15-N	1	Utah		261.10	261.1	.45	3103221	I-15 NB 800 N - SPV MP 261.1	5	Mainline	No	
I15-N	1	Utah		261.10	261.1	.45	993103221	I-15 NB HOV 800 N - SPV MP 261.1	1	HOV	24H	
I15-N	1	Utah		261.55	261.55	.5	3103220	I-15 NB S of 1400 N - SPV MP 261	5	Mainline	No	
I15-N	1	Utah		261.55	261.55	.5	993103220	I-15 NB HOV S of 1400 N - SPV MP	1	HOV	24H	
I15-N	1	Utah		262.10	262.1	.5	3103219	I-15 NB N of 1400 N - SPV MP 262	5	Mainline	No	
I15-N	1	Utah		262.10	262.1	.5	993103219	I-15 NB HOV N of 1400 N - SPV MP	1	HOV	24H	
I15-N	1	Utah		262.55	262.55	.5	3103218	I-15 NB 2000 S - PVO MP 262.55	6	Mainline	No	
I15-N	1	Utah		262.55	262.55	.5	993103218	I-15 NB HOV 2000 S - PVO MP 262.	1	HOV	24H	
I15-N	1	Utah		263.10	263.1	.55	993103217	I-15 NB HOV S of 1860 S  - PVO M	1	HOV	24H	
I15-N	1	Utah		263.10	263.1	.42	3103217	I-15 NB S of 1860 S  - PVO MP 26	5	Mainline	No	
I15-N	1	Utah		263.39	263.39	.275	698	NB I-15 @ University Ave 1860 So	4	Mainline	No	34133
I15-N	1	Utah		263.65	263.65	.38	3103216	I-15 NB N of 1860 S - PVO MP 263	5	Mainline	No	
I15-N	1	Utah		263.65	263.65	.525	993103216	I-15 NB HOV N of 1860 S - PVO MP	1	HOV	24H	
I15-N	1	Utah		264.15	264.15	.445	993103215	I-15 NB HOV 500 W - PVO MP 264.1	1	HOV	24H	
I15-N	1	Utah		264.15	264.15	.445	3103215	I-15 NB 500 W - PVO MP 264.15	5	Mainline	No	
I15-N	1	Utah		264.54	264.54	.45	993103214	I-15 NB HOV N of 920 S - PVO 264	1	HOV	24H	
I15-N	1	Utah		264.54	264.54	.45	3103214	I-15 NB N of 920 S - PVO MP 264.	5	Mainline	No	
I15-N	1	Utah		265.05	265.05	.41	3103213	I-15 NB 600 S - PVO MP 265.05	5	Mainline	No	
I15-N	1	Utah		265.05	265.05	.41	993103213	I-15 NB HOV 600 S - PVO MP 265.0	1	HOV	24H	
I15-N	1	Utah		265.36	265.36	1.07	3103212	I-15 NB S of Center St - PVO MP	5	Mainline	No	
I15-N	1	Utah		265.36	265.36	1.07	993103212	I-15 NB HOV S of Center St - PVO	1	HOV	24H	
I15-N	1	Utah		267.19	267.19	1	993103208	I-15 NB HOV 1460 N - PVO MP 267.	1	HOV	24H	
I15-N	1	Utah		267.19	267.19	1	3103208	I-15 NB 1460 N - PVO MP 267.19	5	Mainline	No	
I15-N	1	Utah		267.36	267.36	.335	3103207	I-15 NB 1700 N - PVO MP 267.36	5	Mainline	No	
I15-N	1	Utah		267.36	267.36	.335	993103207	I-15 NB HOV 1700 N - PVO MP 267.	1	HOV	24H	
I15-N	1	Utah		267.86	267.86	.505	3103206	I-15 NB 2000 S - ORM MP 267.86	5	Mainline	No	
I15-N	1	Utah		267.86	267.86	.505	993103206	I-15 NB HOV 2000 S - ORM MP 267.	1	HOV	24H	
I15-N	1	Utah		268.37	268.37	.485	993103205	I-15 NB HOV 1600 S - ORM MP 268.	1	HOV	24H	
I15-N	1	Utah		268.37	268.37	1.045	3103205	I-15 NB 1600 S - ORM MP 268.37	5	Mainline	No	
I15-N	1	Utah		268.83	268.83	.495	993103204	I-15 NB HOV S of Univ Pkwy - ORM	1	HOV	24H	
I15-N	1	Utah		269.36	269.36	.56	993103203	I-15 NB HOV N of Univ Pkwy - ORM	1	HOV	24H	
I15-N	1	Utah		269.95	269.95	2.65	3103168	I-15 NB 585 S - ORM MP 269.95	7	Mainline	No	
I15-N	1	Utah		269.95	269.95	1.6	993103168	I-15 NB HOV 585 S - ORM MP 269.9	1	HOV	24H	
I15-N	1	Utah		272.56	272.56	1.545	993103157	I-15 NB HOV S of 1600 N - ORM MP	1	HOV	24H	
I15-N	1	Utah		273.04	273.04	.555	993103155	I-15 NB HOV N of 1600 N - ORM MP	1	HOV	24H	
I15-N	1	Utah		273.67	273.67	2.1	3103158	I-15 NB 200 S - LDN MP 273.67	6	Mainline	No	
I15-N	1	Utah		273.67	273.67	.785	993103158	I-15 NB HOV 200 S - LDN MP 273.6	1	HOV	24H	
I15-N	1	Utah		274.15	274.15	.715	3103150	I-15 NB 100 N - LDN MP 274.15	6	Mainline	No	
I15-N	1	Utah		274.61	274.61	.715	993103142	I-15 NB HOV 300 N - PLG MP 274.6	1	HOV	24H	
I15-N	1	Utah		275.10	275.1	.495	993103146	I-15 NB HOV S of PG Blvd - PLG M	1	HOV	24H	
I15-N	1	Utah		275.10	275.1	.725	3103146	I-15 NB S of PG Blvd - PLG MP 27	6	Mainline	No	
I15-N	1	Utah		275.60	275.6	.59	993103140	I-15 NB HOV N of PG Blvd - PLG M	1	HOV	24H	
I15-N	1	Utah		275.60	275.6	.59	3103140	I-15 NB N of PG Blvd - PLG MP 27	6	Mainline	No	
I15-N	1	Utah		276.28	276.28	.575	3103136	I-15 NB S of 500 E - AFK MP 276.	6	Mainline	No	
I15-N	1	Utah		276.28	276.28	.575	993103136	I-15 NB HOV S of 500 E - AFK MP	1	HOV	24H	
I15-N	1	Utah		276.75	276.75	.48	3103134	I-15 NB N of 500 E - AFK MP 276.	6	Mainline	No	
I15-N	1	Utah		276.75	276.75	.48	993103134	I-15 NB HOV N of 500 E - AFK MP	1	HOV	24H	
I15-N	1	Utah		277.24	277.24	.48	3103132	I-15 NB 100 E - AFK MP 277.24	6	Mainline	No	
I15-N	1	Utah		277.24	277.24	.48	993103132	I-15 NB HOV 100 E - AFK MP 277.2	1	HOV	24H	
I15-N	1	Utah		277.71	277.71	.57	993103130	I-15 NB HOV 200 W - AFK MP 277.7	1	HOV	24H	
I15-N	1	Utah		277.71	277.71	.57	3103130	I-15 NB 200 W - AFK MP 277.71	6	Mainline	No	
I15-N	1	Utah		278.38	278.38	.49	3103138	I-15 NB S of Main St - AFK MP 27	5	Mainline	No	
I15-N	1	Utah		278.38	278.38	.49	993103138	I-15 NB HOV S of Main St - AFK M	1	HOV	24H	
I15-N	1	Utah		278.69	278.69	.47	99799	I-15 NB HOV N of Main St - AFK M	1	HOV	24H	
I15-N	1	Utah		278.69	278.69	.47	799	I-15 NB N of Main St - AFK MP 27	5	Mainline	No	41478
I15-N	1	Utah		278.80	278.8		1799	NB I-15 On Ramp @ Pioneer Crossi	2	On Ramp	No	41380
I15-N	1	Utah		279.32	279.32	.39	3103128	I-15 NB 400 S - LHI MP 279.32	5	Mainline	No	
I15-N	1	Utah		279.32	279.32	.39	993103128	I-15 NB HOV 400 S - LHI MP 279.3	1	HOV	24H	
I15-N	1	Utah		279.47	279.47	.325	3103126	I-15 NB S of Lehi Main - LHI MP	5	Mainline	No	
I15-N	1	Utah		279.47	279.47	.325	993103126	I-15 NB HOV S of Lehi Main - LHI	1	HOV	24H	
I15-N	1	Utah		279.97	279.97	.44	993103124	I-15 NB HOV N of Lehi Main - LHI	1	HOV	24H	
I15-N	1	Utah		279.97	279.97	.44	3103124	I-15 NB N of Lehi Main - LHI MP	4	Mainline	No	
I15-N	1	Utah		280.35	280.35	.575	99704	NB I-15 HOV @ 600 East - Lehi	1	HOV	24H	39331
I15-N	1	Utah		280.35	280.35	.575	704	NB I-15 I-15 @ 600 East - Lehi	4	Mainline	No	39347
I15-N	1	Utah		281.12	281.12	.745	706	NB I-15 @ 1200 N - LEHI	4	Mainline	No	39367
I15-N	1	Utah		281.12	281.12	.745	99706	NB I-15 HOV @ 1200 N - LEHI	1	HOV	24H	39444
I15-N	1	Utah		281.84	281.84	.81	708	NB I-15 @ 600 W Lehi	4	Mainline	No	34156
I15-N	1	Utah		281.84	281.84	.81	99708	NB I-15 HOV @ 600 W Lehi	1	HOV	24H	34324
I15-N	1	Utah		282.74	282.74	.685	709	NB I-15 @ 1200 West - Lehi	4	Mainline	No	39332
I15-N	1	Utah		282.74	282.74	.685	99709	NB I-15 HOV @ 1200 West - Lehi	1	HOV	24H	39330
I15-N	1	Utah		283.21	283.21	.635	99710	NB I-15 HOV @ MAIN - LEHI	1	HOV	24H	24359
I15-N	1	Utah		283.21	283.21	.635	710	NB I-15 @ MAIN - LEHI	4	Mainline	No	24390
I15-N	1	Utah		284.01	284.01	.75	715	NB I-15 @ SR-92	4	Mainline	No	34157
I15-N	1	Utah		284.01	284.01	.75	99715	NB I-15 HOV @ SR-92	1	HOV	24H	34341
I15-N	1	Utah		284.71	284.71	1.585	717	NB I-15 @ NORTH ALPINE (N OF SR-	4	Mainline	No	24922
I15-N	1	Utah		284.71	284.71	1.585	99717	NB I-15 HOV @ NORTH ALPINE (N OF	1	HOV	24H	24907
I15-N	1	Salt Lake		287.22	287.22	1.43	99720	NB I-15 HOV @ 15200 S	1	HOV	24H	24593
I15-N	1	Salt Lake		287.22	287.22	1.43	720	NB I-15 @ 15200 S	4	Mainline	No	24977
I15-N	1	Salt Lake		287.53	287.53	.385	361	NB I-15 @ 14800 S	4	Mainline	No	24660
I15-N	1	Salt Lake		287.53	287.53	.385	4570	NB I-15 HOV @ 14800 S	1	HOV	24H	24861
I15-N	1	Salt Lake		287.99	287.99	.51	363	NB I-15 @ 14650 S	4	Mainline	No	24501
I15-N	1	Salt Lake		287.99	287.99	.51	99363	NB I-15 HOV @ 14650 S	1	HOV	24H	24439
I15-N	1	Salt Lake		288.55	288.55	.375	364	NB I-15 @ 14550 S	4	Mainline	No	24845
I15-N	1	Salt Lake		288.55	288.55	.375	99364	NB I-15 HOV @ 14550 S	1	HOV	24H	24423
I15-N	1	Salt Lake		288.74	288.74	.57	99365	NB I-15 HOV @ 14300 S	1	HOV	24H	24471
I15-N	1	Salt Lake		288.74	288.74	.57	365	NB I-15 @ 14300 S	5	Mainline	No	24908
I15-N	1	Salt Lake		289.69	289.69	.61	4564	NB I-15 HOV @ 13600 S	1	HOV	24H	24764
I15-N	1	Salt Lake		289.69	289.69	.61	368	NB I-15 @ 13600 S	4	Mainline	No	24652
I15-N	1	Salt Lake		289.96	289.96	.285	369	NB I-15 @ 13400 S	4	Mainline	No	24307
I15-N	1	Salt Lake		289.96	289.96	.285	4561	SB I-15 HOV @ 13400 S	1	HOV	24H	24308
I15-N	1	Salt Lake		290.26	290.26	.36	99371	NB I-15 HOV @ 13275 S	1	HOV	24H	34237
I15-N	1	Salt Lake		290.26	290.26	.36	371	NB I-15 @ 13275 S	5	Mainline	No	24245
I15-N	1	Salt Lake		290.68	290.68	.49	99372	NB I-15 HOV @ 12700 S	1	HOV	24H	24281
I15-N	1	Salt Lake		290.68	290.68	.49	372	NB I-15 @ 12950 S	5	Mainline	No	24420
I15-N	1	Salt Lake		291.24	291.24	.435	4557	NB I-15 HOV @ 12400 S	1	HOV	24H	24734
I15-N	1	Salt Lake		291.24	291.24	.435	373	NB I-15 @ 12400 S	5	Mainline	No	24567
I15-N	1	Salt Lake		291.24	291.24		2373	NB I-15 @ 12300 S (OFF RAMP)	2	Off Ramp	No	24602
I15-N	1	Salt Lake		291.55	291.55	.375	374	NB I-15 Ramp Meter @ 12300 South	5	Mainline	No	24741
I15-N	1	Salt Lake		291.55	291.55	.16	99374	NB I-15 Ramp Meter @ 12300 South	1	HOV	24H	24487
I15-N	1	Salt Lake		291.56	291.56		1374	NB I-15 Ramp Meter @ 12300 South	3	On Ramp	No	24456
I15-N	1	Salt Lake		291.56	291.56	.22	98374	NB I-15 Ramp Meter @ 12300 South	1	HOV	24H	24664
I15-N	1	Salt Lake		291.99	291.99	.47	375	NB I-15 @ 11900 S	6	Mainline	No	24748
I15-N	1	Salt Lake		291.99	291.99	.465	4556	NB I-15 HOV @ 11900 S	1	HOV	24H	24876
I15-N	1	Salt Lake		292.49	292.49	.495	4554	NB I-15 HOV @ 11500 S	1	HOV	24H	24355
I15-N	1	Salt Lake		292.49	292.49	.495	377	NB I-15 @ 11500 S	5	Mainline	No	24317
I15-N	1	Salt Lake		292.62	292.62	.245	1378	NB I-15 @ 11400 S NB (ON RAMP)	3	On Ramp	No	46831
I15-N	1	Salt Lake		292.98	292.98	.545	99379	NB I-15 HOV @ 11000 S	1	HOV	24H	24867
I15-N	1	Salt Lake		292.98	292.98	.545	379	NB I-15 @ 11000 S	6	Mainline	No	24824
I15-N	1	Salt Lake		293.58	293.58	.595	381	NB I-15 @10700 South	5	Mainline	No	34150
I15-N	1	Salt Lake		293.58	293.58	.595	99381	NB I-15 HOV @ 10600 S	1	HOV	24H	34239
I15-N	1	Salt Lake		293.58	293.58		2381	NB I-15 @ 10600 S (OFF RAMP)	3	Off Ramp	No	44939
I15-N	1	Salt Lake		293.83	293.83		1382	NB I-15 @ 10600 S (ON RAMP)	3	On Ramp	No	24540
I15-N	1	Salt Lake		294.17	294.17	.595	99384	NB I-15 HOV @ 10100 S	1	HOV	24H	24943
I15-N	1	Salt Lake		294.17	294.17	.595	384	NB I-15 @ 10100 S	6	Mainline	No	24659
I15-N	1	Salt Lake		294.77	294.77	.67	386	NB I-15 @  9600 S	6	Mainline	No	24717
I15-N	1	Salt Lake		294.77	294.77	.67	99386	NB I-15 HOV @  9600 S	1	HOV	24H	24903
I15-N	1	Salt Lake		295.42	295.42		2388	NB I-15 @ 9000 S (OFF RAMP)	2	Off Ramp	No	24267
I15-N	1	Salt Lake		295.51	295.51	.47	99388	NB I-15 HOV @ 9100 S	1	HOV	24H	24434
I15-N	1	Salt Lake		295.51	295.51	.47	388	NB I-15 @ 9100 S	5	Mainline	No	24526
I15-N	1	Salt Lake		295.71	295.71	.105	99389	NB I-15 HOV @ 9000 S (Leading)	1	HOV	24H	24784
I15-N	1	Salt Lake		295.71	295.71	.105	389	NB I-15 @ 9000 S (Leading)	5	Mainline	No	24484
I15-N	1	Salt Lake		295.72	295.72	.32	99390	NB I-15 HOV @ 9000 S (Trailing)	1	HOV	24H	24594
I15-N	1	Salt Lake		295.72	295.72	.32	390	NB I-15 @ 9000 S (Trailing)	5	Mainline	No	24624
I15-N	1	Salt Lake		295.85	295.85		1389	NB I-15 @ 9000 S (ON RAMP)	3	On Ramp	No	24808
I15-N	1	Salt Lake		296.35	296.35	.57	391	NB I-15 @ 8600 S	6	Mainline	No	24453
I15-N	1	Salt Lake		296.35	296.35	.57	99391	NB I-15 HOV @ 8600 S	1	HOV	24H	24762
I15-N	1	Salt Lake		296.86	296.86	.59	393	NB I-15 @ 8000 S	6	Mainline	No	24804
I15-N	1	Salt Lake		296.86	296.86	.59	99393	NB I-15 HOV @ 8000 S	1	HOV	24H	24864
I15-N	1	Salt Lake		297.53	297.53	.48	395	NB I-15 @ 7300 S	6	Mainline	No	24873
I15-N	1	Salt Lake		297.53	297.53	.48	99395	NB I-15 HOV @ 7300 S	1	HOV	24H	24351
I15-N	1	Salt Lake		297.53	297.53		2395	NB I-15 @ 7200 S (OFF RAMP)	1	Off Ramp	No	24705
I15-N	1	Salt Lake		297.82	297.82	.355	99396	NB I-15 HOV @ 7250 S	1	HOV	24H	24557
I15-N	1	Salt Lake		297.82	297.82	.355	396	NB I-15 @ 7250 S	5	Mainline	No	24681
I15-N	1	Salt Lake		298.15	298.15	.165	2397	I-215 (Both Directions) On ramp	1	On Ramp	No	39580
I15-N	1	Salt Lake		298.15	298.15	.005	3397	NB I-15 to I-215 CON (Leading)	2	Fwy-Fwy	No	34253
I15-N	1	Salt Lake		298.16	298.16	.005	2398	I-215 (Both Directions) On ramp	1	On Ramp	No	39536
I15-N	1	Salt Lake		298.16	298.16	.04	3398	NB I-15 to I-215 CON (Trailing)	2	Fwy-Fwy	No	34263
I15-N	1	Salt Lake		298.24	298.24	.215	397	NB I-15 @ 7050 S (McCain)	5	Mainline	No	24386
I15-N	1	Salt Lake		298.24	298.24		1397	NB I-15 @ 7200 S (ON RAMP)	2	On Ramp	No	24649
I15-N	1	Salt Lake		298.24	298.24	.215	99397	NB I-15 HOV @7050 S (leading)	1	HOV	24H	24372
I15-N	1	Salt Lake		298.25	298.25	.24	398	NB I-15 @7050 S (Wavetronix)	5	Mainline	No	24284
I15-N	1	Salt Lake		298.25	298.25	.24	99398	NB I-15 HOV @7050 S (trailing)	1	HOV	24H	24728
I15-N	1	Salt Lake		298.72	298.72	.415	99399	NB I-15 HOV @ WINCHESTER	1	HOV	24H	24793
I15-N	1	Salt Lake		298.72	298.72	.455	399	NB I-15 @ WINCHESTER	5	Mainline	No	24427
I15-N	1	Salt Lake		299.08	299.08	.48	99400	NB I-15 HOV @ I-215-S INTERCHANG	1	HOV	24H	24759
I15-N	1	Salt Lake		299.16	299.16	.48	400	NB I-15 @ I-215-S INTERCHANGE	5	Mainline	No	24349
I15-N	1	Salt Lake		299.16	299.16		1400	WB I-215-S TO NB I-15 RAMP	2	Fwy-Fwy	No	24888
I15-N	1	Salt Lake		299.68	299.68	.43	99401	NB I-15 HOV @ 5800 S	1	HOV	24H	24904
I15-N	1	Salt Lake		299.68	299.68	.39	401	NB I-15 @ 5800 S	6	Mainline	No	24958
I15-N	1	Salt Lake		299.94	299.94		2403	NB I-15 @ 5300 S (OFF RAMP)	2	Off Ramp	No	24451
I15-N	1	Salt Lake		299.94	299.94	.47	99403	NB I-15 HOV @ 5500 S	1	HOV	24H	24905
I15-N	1	Salt Lake		299.94	299.94	.47	403	NB I-15 @ 5500 S	5	Mainline	No	24859
I15-N	1	Salt Lake		300.61	300.61		1405	NB I-15 @ 5300 S (ON RAMP)	2	On Ramp	No	24925
I15-N	1	Salt Lake		300.62	300.62	.345	405	NB I-15 @ 5200 S (Leading)	5	Mainline	No	24688
I15-N	1	Salt Lake		300.62	300.62	.345	99405	NB I-15 HOV @ 5200 S (Leading)	1	HOV	24H	24854
I15-N	1	Salt Lake		300.63	300.63	.185	99406	NB I-15 HOV @ 5200 S (Trailing)	1	HOV	24H	24677
I15-N	1	Salt Lake		300.63	300.63	.185	406	NB I-15 @ 5200 S (Trailing)	5	Mainline	No	24369
I15-N	1	Salt Lake		300.63	300.63		1406	NB I-15 @ 5300 S Onramp	2	On Ramp	No	
I15-N	1	Salt Lake		300.99	300.99	.615	407	NB I-15 @ 4800 S	6	Mainline	No	24260
I15-N	1	Salt Lake		300.99	300.99	.445	99407	NB I-15 @ 4800 S	1	HOV	24H	24869
I15-N	1	Salt Lake		301.50	301.5		2409	NB I-15 @ 4500 S (OFF RAMP)	2	Off Ramp	No	24393
I15-N	1	Salt Lake		301.52	301.52	.435	99409	NB I-15 @ 4550 S HOV Lane	1	HOV	24H	24595
I15-N	1	Salt Lake		301.86	301.86	.47	410	NB I-15 @ 4500 S (Leading)	5	Mainline	No	24923
I15-N	1	Salt Lake		301.86	301.86	.205	99410	NB I-15 HOV @ 4450 S Upstream	1	HOV	24H	24988
I15-N	1	Salt Lake		301.87	301.87		1410	NB I-15 @ 4500 S (ON RAMP)	3	On Ramp	No	24380
I15-N	1	Salt Lake		301.93	301.93	.2	411	NB I-15 @ 4500 S (Trailing)	5	Mainline	No	24596
I15-N	1	Salt Lake		301.93	301.93	.2	99411	NB I-15 HOV @ 4450 S Downstream	1	HOV	24H	24995
I15-N	1	Salt Lake		301.93	301.93		1411	I-15 NB Onramp @ 4500 S	2	On Ramp	No	
I15-N	1	Salt Lake		302.26	302.26	.38	99412	NB I-15 @ 4000 S HOV Lane	1	HOV	24H	24235
I15-N	1	Salt Lake		302.26	302.26	.405	412	NB I-15 @ 4000 S	6	Mainline	No	24807
I15-N	1	Salt Lake		302.69	302.69	.48	99414	NB I-15 @ 3800 S HOV Lane	1	HOV	24H	25013
I15-N	1	Salt Lake		302.74	302.74	.48	414	NB I-15 @ 3800 S	6	Mainline	No	24430
I15-N	1	Salt Lake		303.22	303.22	.435	416	NB I-15 @ 3400 S	5	Mainline	No	24739
I15-N	1	Salt Lake		303.22	303.22	.46	99416	NB I-15 @ 3400 S HOV Lane	1	HOV	24H	24662
I15-N	1	Salt Lake		303.61	303.61	.2	418	NB I-15 @ 3300 S (Leading)	5	Mainline	No	24618
I15-N	1	Salt Lake		303.61	303.61	.2	99418	NB I-15 HOV @ 3300 S (Leading)	1	HOV	24H	24913
I15-N	1	Salt Lake		303.62	303.62	.195	419	NB I-15 @ 3300 S (Trailing)	5	Mainline	No	24509
I15-N	1	Salt Lake		303.62	303.62	.195	99419	NB I-15 HOV @ 3300 S (Trailing)	1	HOV	24H	24528
I15-N	1	Salt Lake		303.63	303.63		1418	NB I-15 @ 3300 S RAMP METER (Pas	2	On Ramp	No	24668
I15-N	1	Salt Lake		304.00	304	.455	99420	NB I-15 @ 2900 S HOV Lane	1	HOV	24H	24812
I15-N	1	Salt Lake		304.00	304	.475	420	NB I-15 @ 2900 S	6	Mainline	No	24632
I15-N	1	Salt Lake		304.50	304.5		4422	NB I-15 TO EB I-80 COL	2	Fwy-Fwy	No	24853
I15-N	1	Salt Lake		304.53	304.53	.44	99422	NB I-15 @ 2550 S HOV Lane	1	HOV	24H	24872
I15-N	1	Salt Lake		304.57	304.57	.44	422	NB I-15 @ 2500 S	4	Mainline	No	24370
I15-N	1	Salt Lake		304.57	304.57		3422	NB I-15 TO NB I-15 COL @ I-80-E	2	Fwy-Fwy	No	24570
I15-N	1	Salt Lake		304.88	304.88	.51	424	NB I-15 @ 2300 S	4	Mainline	No	24885
I15-N	1	Salt Lake		304.88	304.88	.53	99424	NB I-15 @ 2300 S HOV Lane	1	HOV	24H	24707
I15-N	1	Salt Lake		304.88	304.88		1424	WB I-80 TO NB I-15 CON	3	Fwy-Fwy	No	24255
I15-N	1	Salt Lake		305.59	305.59		3425	NB I-15 COL @ 1800 S	4	Fwy-Fwy	No	24627
I15-N	1	Salt Lake		305.59	305.59	.615	426	NB I-15 @ 1800 S	5	Mainline	No	24964
I15-N	1	Salt Lake		305.59	305.59		4425	NB I-15 COL FROM EB SR-201 CON	1	On Ramp	No	24927
I15-N	1	Salt Lake		305.59	305.59	.615	99426	NB I-15 @ 1800 S HOV Lane	1	HOV	24H	24333
I15-N	1	Salt Lake		306.11	306.11		1428	NB I-15 TO NB I-15 COL @ 1500 S	1	Fwy-Fwy	No	24398
I15-N	1	Salt Lake		306.11	306.11	.395	428	NB I-15 @ 1500 S	5	Mainline	No	24674
I15-N	1	Salt Lake		306.11	306.11	.395	99428	NB I-15 @ 1500 S HOV Lane	1	HOV	24H	24720
I15-N	1	Salt Lake		306.13	306.13		2428	NB I-15 @ 1500 S (900 South Off	3	Off Ramp	No	24637
I15-N	1	Salt Lake		306.14	306.14		3428	NB I-15 COL @ 1300 S (OFF RAMP)	2	Off Ramp	No	24959
I15-N	1	Salt Lake		306.38	306.38	.565	99430	NB I-15 @ 1250 S HOV Lane	1	HOV	24H	24480
I15-N	1	Salt Lake		306.38	306.38	.565	430	NB I-15 @ 1250 S	5	Mainline	No	24653
I15-N	1	Salt Lake		306.51	306.51		1431	NB I-15 @ 1300 S Ramp Meter, Pas	2	On Ramp	No	24347
I15-N	1	Salt Lake		306.51	306.51		91431	NB I-15 @ 1300 S Ramp Meter, HOV	3	On Ramp	No	24813
I15-N	1	Salt Lake		307.24	307.24		2432	NB I-15 @ 600 S (OFF RAMP)	3	Off Ramp	No	24780
I15-N	1	Salt Lake		307.24	307.24	.775	432	NB I-15 @ 850 S	5	Mainline	No	24724
I15-N	1	Salt Lake		307.24	307.24	.775	99432	NB I-15 @ 850 S HOV Lane	1	HOV	24H	24817
I15-N	1	Salt Lake		307.64	307.64		3433	NB I-15 @ 600 S COL	2	On Ramp	No	24746
I15-N	1	Salt Lake		307.92	307.92		1434	NB I-15 @ 400 S (ON RAMP)	2	On Ramp	No	24831
I15-N	1	Salt Lake		307.93	307.93	.765	99434	NB I-15 @ 300 S HOV Lane	1	HOV	24H	25016
I15-N	1	Salt Lake		307.93	307.93	.765	434	NB I-15 @ 300 S	4	Mainline	No	24413
I15-N	1	Salt Lake		308.77	308.77	.625	99436	NB I-15 @ 150 NORTH HOV Lane	1	HOV	24H	24418
I15-N	1	Salt Lake		308.77	308.77	.625	436	NB I-15 @ 150 NORTH	5	Mainline	No	24615
I15-N	1	Salt Lake		309.18	309.18	.35	438	NB I-15 @ 550 N	4	Mainline	No	24656
I15-N	1	Salt Lake		309.18	309.18	.35	99438	NB I-15 HOV @ 600 N (SB Meter)	1	HOV	24H	41508
I15-N	1	Salt Lake		309.47	309.47	.39	99439	NB I-15 HOV @ 650 N	1	HOV	24H	41379
I15-N	1	Salt Lake		309.47	309.47		1439	NB I-15 @ 600 N (ON RAMP)	1	On Ramp	No	24635
I15-N	1	Salt Lake		309.47	309.47	.39	439	NB I-15 @ 650 N	4	Mainline	No	24371
